,Symbol,Sell Time,Buy Time,High at order,Low at order,Entry,Exit,Entry Price,Exit Price,Sell Price,Buy Price,Exit Type,Operation,StopLoss,P and L,net p&l,funds
21,SONACOMS,2022-01-11 09:45:00,2022-01-11 15:00:00,764.1,757.6,2022-01-11 09:45:00,2022-01-11 15:00:00,757.6,753.65,757.6,753.65,DayEnd,upper,764.1,3.9500000000000455,288.3500000000033,96015.22999999995
22,COFORGE,2022-01-11 09:45:00,2022-01-11 15:00:00,5873.05,5754.5,2022-01-11 09:45:00,2022-01-11 15:00:00,5754.5,5778.5,5754.5,5778.5,DayEnd,upper,5873.05,-24.0,-96.0,96015.22999999995
23,IDEA,2022-01-11 12:45:00,2022-01-11 09:45:00,13.35,12.5,2022-01-11 09:45:00,2022-01-11 12:45:00,13.35,12.5,12.5,13.35,StopLoss,lower,12.5,-0.8499999999999996,-479.3999999999998,96015.22999999995
24,JSWSTEEL,2022-01-11 10:15:00,2022-01-11 09:45:00,658.4,654.25,2022-01-11 09:45:00,2022-01-11 10:15:00,658.4,654.25,654.25,658.4,StopLoss,lower,654.25,-4.149999999999976,-477.24999999999727,96015.22999999995
25,OBEROIRLTY,2022-01-12 09:45:00,2022-01-12 12:30:00,969.9,961.0,2022-01-12 09:45:00,2022-01-12 12:30:00,961.0,969.9,961.0,969.9,StopLoss,upper,969.9,-8.899999999999975,-471.6999999999987,95862.12999999996
26,DLF,2022-01-12 09:45:00,2022-01-12 15:00:00,426.0,422.1,2022-01-12 09:45:00,2022-01-12 15:00:00,422.1,418.9,422.1,418.9,DayEnd,upper,426.0,3.200000000000045,390.4000000000055,95862.12999999996
27,PRESTIGE,2022-01-12 09:45:00,2022-01-12 15:00:00,501.65,488.3,2022-01-12 09:45:00,2022-01-12 15:00:00,488.3,470.75,488.3,470.75,DayEnd,upper,501.65,17.550000000000008,614.2500000000002,95862.12999999996
28,PIIND,2022-01-12 15:00:00,2022-01-12 09:45:00,2874.7,2826.0,2022-01-12 09:45:00,2022-01-12 15:00:00,2874.7,2870.25,2870.25,2874.7,DayEnd,lower,2826.0,-4.449999999999818,-40.04999999999836,95862.12999999996
29,GLENMARK,2022-01-12 11:15:00,2022-01-12 09:45:00,520.0,514.6,2022-01-12 09:45:00,2022-01-12 11:15:00,520.0,514.6,514.6,520.0,StopLoss,lower,514.6,-5.399999999999976,-475.19999999999794,95862.12999999996
30,GSPL,2022-01-13 10:00:00,2022-01-13 09:45:00,326.0,323.0,2022-01-13 09:45:00,2022-01-13 10:00:00,326.0,323.0,323.0,326.0,StopLoss,lower,323.0,-3.0,-477.0,95879.82999999997
31,ASIANPAINT,2022-01-13 12:45:00,2022-01-13 09:45:00,3529.4,3515.1,2022-01-13 09:45:00,2022-01-13 12:45:00,3529.4,3515.1,3515.1,3529.4,StopLoss,lower,3515.1,-14.300000000000182,-471.900000000006,95879.82999999997
32,NATIONALUM,2022-01-13 10:00:00,2022-01-13 10:15:00,113.95,113.25,2022-01-13 10:00:00,2022-01-13 10:15:00,113.25,113.95,113.25,113.95,StopLoss,upper,113.95,-0.7000000000000028,-478.80000000000194,95879.82999999997
33,TATAELXSI,2022-01-13 10:00:00,2022-01-13 10:45:00,6328.0,6297.1,2022-01-13 10:00:00,2022-01-13 10:45:00,6297.1,6328.0,6297.1,6328.0,StopLoss,upper,6328.0,-30.899999999999643,-463.49999999999466,95879.82999999997
34,HINDCOPPER,2022-01-13 10:00:00,2022-01-13 10:45:00,139.05,137.5,2022-01-13 10:00:00,2022-01-13 10:45:00,137.5,139.05,137.5,139.05,StopLoss,upper,139.05,-1.5500000000000114,-478.9500000000035,95879.82999999997
35,TATACHEM,2022-01-14 09:45:00,2022-01-14 15:00:00,1045.25,1035.3,2022-01-14 09:45:00,2022-01-14 15:00:00,1035.3,1032.4,1035.3,1032.4,DayEnd,upper,1045.25,2.899999999999864,133.39999999999375,93509.67999999996
36,CUMMINSIND,2022-01-14 10:00:00,2022-01-14 15:00:00,1010.25,1002.05,2022-01-14 10:00:00,2022-01-14 15:00:00,1002.05,988.05,1002.05,988.05,DayEnd,upper,1010.25,14.0,798.0,93509.67999999996
37,ACC,2022-01-14 10:15:00,2022-01-14 15:00:00,2366.0,2353.0,2022-01-14 10:15:00,2022-01-14 15:00:00,2353.0,2359.0,2353.0,2359.0,DayEnd,upper,2366.0,-6.0,-210.0,93509.67999999996
38,IRCTC,2022-01-14 10:15:00,2022-01-14 12:15:00,899.8,895.15,2022-01-14 10:15:00,2022-01-14 12:15:00,895.15,899.8,895.15,899.8,StopLoss,upper,899.8,-4.649999999999976,-464.9999999999976,93509.67999999996
39,HCLTECH,2022-01-14 15:00:00,2022-01-14 10:15:00,1299.4,1293.2,2022-01-14 10:15:00,2022-01-14 15:00:00,1299.4,1339.6,1339.6,1299.4,DayEnd,lower,1293.2,40.19999999999982,3014.9999999999864,93509.67999999996
40,TATACHEM,2022-01-17 15:00:00,2022-01-17 09:45:00,1016.5,1006.65,2022-01-17 09:45:00,2022-01-17 15:00:00,1016.5,1030.25,1030.25,1016.5,DayEnd,lower,1006.65,13.75,673.75,96781.07999999994
41,AMBUJACEM,2022-01-17 15:00:00,2022-01-17 09:45:00,398.5,395.0,2022-01-17 09:45:00,2022-01-17 15:00:00,398.5,408.25,408.25,398.5,DayEnd,lower,395.0,9.75,1345.5,96781.07999999994
42,BOSCHLTD,2022-01-17 10:00:00,2022-01-17 15:00:00,17846.9,17774.5,2022-01-17 10:00:00,2022-01-17 15:00:00,17774.5,17694.95,17774.5,17694.95,DayEnd,upper,17846.9,79.54999999999927,477.29999999999563,96781.07999999994
43,VEDL,2022-01-17 11:15:00,2022-01-17 10:00:00,326.15,324.75,2022-01-17 10:00:00,2022-01-17 11:15:00,326.15,324.75,324.75,326.15,StopLoss,lower,324.75,-1.3999999999999773,-482.99999999999216,96781.07999999994
44,GAIL,2022-01-17 15:00:00,2022-01-17 10:00:00,95.0,94.4,2022-01-17 10:00:00,2022-01-17 15:00:00,95.0,96.43,96.43,95.0,DayEnd,lower,94.4,1.4300000000000068,1152.5800000000054,96781.07999999994
45,IOC,2022-01-18 09:45:00,2022-01-18 14:30:00,83.4,82.87,2022-01-18 09:45:00,2022-01-18 14:30:00,82.87,83.4,82.87,83.4,StopLoss,upper,83.4,-0.5300000000000011,-499.26000000000107,99947.20999999995
46,M_MFIN,2022-01-18 09:45:00,2022-01-18 15:00:00,171.9,169.55,2022-01-18 09:45:00,2022-01-18 15:00:00,169.55,164.6,169.55,164.6,DayEnd,upper,171.9,4.950000000000017,1049.4000000000037,99947.20999999995
47,BPCL,2022-01-18 09:45:00,2022-01-18 11:15:00,406.75,404.3,2022-01-18 09:45:00,2022-01-18 11:15:00,404.3,406.75,404.3,406.75,StopLoss,upper,406.75,-2.4499999999999886,-497.3499999999977,99947.20999999995
48,MANAPPURAM,2022-01-18 09:45:00,2022-01-18 15:00:00,173.3,171.0,2022-01-18 09:45:00,2022-01-18 15:00:00,171.0,163.3,171.0,163.3,DayEnd,upper,173.3,7.699999999999988,1670.8999999999974,99947.20999999995
49,PRESTIGE,2022-01-18 09:45:00,2022-01-18 15:00:00,544.7,538.05,2022-01-18 09:45:00,2022-01-18 15:00:00,538.05,524.55,538.05,524.55,DayEnd,upper,544.7,13.5,1012.5,99947.20999999995
50,LALPATHLAB,2022-01-19 10:15:00,2022-01-19 09:45:00,3299.8,3256.0,2022-01-19 09:45:00,2022-01-19 10:15:00,3299.8,3256.0,3256.0,3299.8,StopLoss,lower,3256.0,-43.80000000000018,-481.800000000002,102683.39999999995
51,SYNGENE,2022-01-19 12:15:00,2022-01-19 09:45:00,605.0,591.2,2022-01-19 09:45:00,2022-01-19 12:15:00,605.0,591.2,591.2,605.0,StopLoss,lower,591.2,-13.799999999999955,-510.5999999999983,102683.39999999995
52,BIOCON,2022-01-19 10:00:00,2022-01-19 10:15:00,362.75,360.4,2022-01-19 10:00:00,2022-01-19 10:15:00,360.4,362.75,360.4,362.75,StopLoss,upper,362.75,-2.3500000000000227,-512.300000000005,102683.39999999995
53,IDEA,2022-01-19 15:00:00,2022-01-19 10:00:00,11.75,11.65,2022-01-19 10:00:00,2022-01-19 15:00:00,11.75,11.95,11.95,11.75,DayEnd,lower,11.65,0.1999999999999993,1026.7999999999963,102683.39999999995
54,ISEC,2022-01-19 10:15:00,2022-01-19 10:00:00,795.1,788.1,2022-01-19 10:00:00,2022-01-19 10:15:00,795.1,788.1,788.1,795.1,StopLoss,lower,788.1,-7.0,-511.0,102683.39999999995
55,COALINDIA,2022-01-20 09:45:00,2022-01-20 12:00:00,167.5,165.5,2022-01-20 09:45:00,2022-01-20 12:00:00,165.5,167.5,165.5,167.5,StopLoss,upper,167.5,-2.0,-508.0,101694.49999999994
56,TATACONSUM,2022-01-20 09:45:00,2022-01-20 15:00:00,742.0,733.65,2022-01-20 09:45:00,2022-01-20 15:00:00,733.65,725.0,733.65,725.0,DayEnd,upper,742.0,8.649999999999977,518.9999999999986,101694.49999999994
57,SYNGENE,2022-01-20 09:45:00,2022-01-20 15:00:00,628.25,616.0,2022-01-20 09:45:00,2022-01-20 15:00:00,616.0,609.05,616.0,609.05,DayEnd,upper,628.25,6.9500000000000455,284.95000000000186,101694.49999999994
58,TATACOMM,2022-01-20 10:30:00,2022-01-20 09:45:00,1489.2,1466.0,2022-01-20 09:45:00,2022-01-20 10:30:00,1489.2,1466.0,1466.0,1489.2,StopLoss,lower,1466.0,-23.20000000000005,-487.200000000001,101694.49999999994
59,CROMPTON,2022-01-20 15:00:00,2022-01-20 09:45:00,433.75,429.2,2022-01-20 09:45:00,2022-01-20 15:00:00,433.75,431.2,431.2,433.75,DayEnd,lower,429.2,-2.550000000000012,-283.0500000000013,101694.49999999994
60,TATAELXSI,2022-01-21 09:45:00,2022-01-21 15:00:00,7773.65,7694.65,2022-01-21 09:45:00,2022-01-21 15:00:00,7694.65,7310.05,7694.65,7310.05,DayEnd,upper,7773.65,384.59999999999945,2307.5999999999967,101220.19999999994
61,TECHM,2022-01-21 10:00:00,2022-01-21 09:45:00,1634.95,1617.5,2022-01-21 09:45:00,2022-01-21 10:00:00,1634.95,1617.5,1617.5,1634.95,StopLoss,lower,1617.5,-17.450000000000045,-506.0500000000013,101220.19999999994
62,VBL,2022-01-21 13:15:00,2022-01-21 09:45:00,613.93,606.67,2022-01-21 09:45:00,2022-01-21 13:15:00,613.93,606.67,606.67,613.93,StopLoss,lower,606.67,-7.259999999999992,-500.93999999999943,101220.19999999994
63,DRREDDY,2022-01-21 15:00:00,2022-01-21 09:45:00,4496.3,4462.3,2022-01-21 09:45:00,2022-01-21 15:00:00,4496.3,4469.45,4469.45,4496.3,DayEnd,lower,4462.3,-26.850000000000364,-375.9000000000051,101220.19999999994
64,VOLTAS,2022-01-21 11:00:00,2022-01-21 09:45:00,1231.2,1217.2,2022-01-21 09:45:00,2022-01-21 11:00:00,1231.2,1217.2,1217.2,1231.2,StopLoss,lower,1217.2,-14.0,-504.0,101220.19999999994
65,RAMCOCEM,2022-01-24 14:00:00,2022-01-24 09:45:00,909.0,892.25,2022-01-24 09:45:00,2022-01-24 14:00:00,909.0,892.25,892.25,909.0,StopLoss,lower,892.25,-16.75,-502.5,101640.90999999993
66,DMART,2022-01-24 10:00:00,2022-01-24 09:45:00,4182.15,4135.1,2022-01-24 09:45:00,2022-01-24 10:00:00,4182.15,4135.1,4135.1,4182.15,StopLoss,lower,4135.1,-47.04999999999927,-470.4999999999927,101640.90999999993
67,ONGC,2022-01-24 10:00:00,2022-01-24 10:15:00,167.45,166.8,2022-01-24 10:00:00,2022-01-24 10:15:00,166.8,167.45,166.8,167.45,StopLoss,upper,167.45,-0.6499999999999773,-507.64999999998224,101640.90999999993
68,DIVISLAB,2022-01-24 15:00:00,2022-01-24 10:00:00,3991.4,3935.7,2022-01-24 10:00:00,2022-01-24 15:00:00,3991.4,4015.55,4015.55,3991.4,DayEnd,lower,3935.7,24.15000000000009,217.35000000000082,101640.90999999993
69,ASHOKLEY,2022-01-24 10:15:00,2022-01-24 10:00:00,133.7,132.5,2022-01-24 10:00:00,2022-01-24 10:15:00,133.7,132.5,132.5,133.7,StopLoss,lower,132.5,-1.1999999999999886,-507.5999999999952,101640.90999999993
70,DEEPAKNTR,2022-01-25 10:15:00,2022-01-25 09:45:00,2291.7,2249.85,2022-01-25 09:45:00,2022-01-25 10:15:00,2291.7,2249.85,2249.85,2291.7,StopLoss,lower,2249.85,-41.8499999999999,-460.34999999999894,99870.00999999997
71,ASTRAL,2022-01-25 15:00:00,2022-01-25 09:45:00,2108.25,2078.15,2022-01-25 09:45:00,2022-01-25 15:00:00,2108.25,2115.75,2115.75,2108.25,DayEnd,lower,2078.15,7.5,120.0,99870.00999999997
72,MUTHOOTFIN,2022-01-25 10:00:00,2022-01-25 15:00:00,1487.45,1473.0,2022-01-25 10:00:00,2022-01-25 15:00:00,1473.0,1460.65,1473.0,1460.65,DayEnd,upper,1487.45,12.349999999999907,419.89999999999685,99870.00999999997
73,MPHASIS,2022-01-25 10:00:00,2022-01-25 10:30:00,3037.5,2990.0,2022-01-25 10:00:00,2022-01-25 10:30:00,2990.0,3037.5,2990.0,3037.5,StopLoss,upper,3037.5,-47.5,-475.0,99870.00999999997
74,ZEEL,2022-01-25 10:00:00,2022-01-25 11:15:00,282.5,277.45,2022-01-25 10:00:00,2022-01-25 11:15:00,277.45,282.5,277.45,282.5,StopLoss,upper,282.5,-5.050000000000012,-494.9000000000012,99870.00999999997
75,MFSL,2022-01-27 10:00:00,2022-01-27 09:45:00,884.8,878.0,2022-01-27 09:45:00,2022-01-27 10:00:00,884.8,878.0,878.0,884.8,StopLoss,lower,878.0,-6.7999999999999545,-489.5999999999967,98979.65999999996
76,ONGC,2022-01-27 09:45:00,2022-01-27 15:00:00,168.3,167.35,2022-01-27 09:45:00,2022-01-27 15:00:00,167.35,165.55,167.35,165.55,DayEnd,upper,168.3,1.799999999999983,935.9999999999911,98979.65999999996
77,NAUKRI,2022-01-27 12:45:00,2022-01-27 09:45:00,4382.8,4303.55,2022-01-27 09:45:00,2022-01-27 12:45:00,4382.8,4303.55,4303.55,4382.8,StopLoss,lower,4303.55,-79.25,-475.5,98979.65999999996
78,HDFCAMC,2022-01-27 10:45:00,2022-01-27 09:45:00,2165.0,2140.05,2022-01-27 09:45:00,2022-01-27 10:45:00,2165.0,2140.05,2140.05,2165.0,StopLoss,lower,2140.05,-24.949999999999815,-474.0499999999965,98979.65999999996
79,CIPLA,2022-01-27 10:00:00,2022-01-27 10:30:00,915.25,906.3,2022-01-27 10:00:00,2022-01-27 10:30:00,906.3,915.25,906.3,915.25,StopLoss,upper,915.25,-8.950000000000045,-492.2500000000025,98979.65999999996
80,COFORGE,2022-01-28 09:45:00,2022-01-28 10:15:00,4761.15,4640.15,2022-01-28 09:45:00,2022-01-28 10:15:00,4640.15,4761.15,4640.15,4761.15,StopLoss,upper,4761.15,-121.0,-484.0,97984.25999999995
81,M_M,2022-01-28 10:00:00,2022-01-28 15:00:00,895.65,888.5,2022-01-28 10:00:00,2022-01-28 15:00:00,888.5,869.25,888.5,869.25,DayEnd,upper,895.65,19.25,1309.0,97984.25999999995
82,DALBHARAT,2022-01-28 10:15:00,2022-01-28 10:30:00,1820.0,1806.0,2022-01-28 10:15:00,2022-01-28 10:30:00,1806.0,1820.0,1806.0,1820.0,StopLoss,upper,1820.0,-14.0,-476.0,97984.25999999995
83,ONGC,2022-01-28 10:15:00,2022-01-28 10:30:00,174.3,173.15,2022-01-28 10:15:00,2022-01-28 10:30:00,173.15,174.3,173.15,174.3,StopLoss,upper,174.3,-1.1500000000000057,-489.9000000000024,97984.25999999995
84,TATAELXSI,2022-01-28 10:15:00,2022-01-28 15:00:00,7375.0,7311.05,2022-01-28 10:15:00,2022-01-28 15:00:00,7311.05,7148.7,7311.05,7148.7,DayEnd,upper,7375.0,162.3500000000004,1136.4500000000028,97984.25999999995
85,INDHOTEL,2022-01-31 09:45:00,2022-01-31 11:00:00,215.9,213.3,2022-01-31 09:45:00,2022-01-31 11:00:00,213.3,215.9,213.3,215.9,StopLoss,upper,215.9,-2.5999999999999943,-493.9999999999989,98979.80999999995
86,APOLLOHOSP,2022-01-31 15:00:00,2022-01-31 09:45:00,4447.85,4375.55,2022-01-31 09:45:00,2022-01-31 15:00:00,4447.85,4462.2,4462.2,4447.85,DayEnd,lower,4375.55,14.349999999999454,86.09999999999673,98979.80999999995
87,VEDL,2022-01-31 10:15:00,2022-01-31 09:45:00,324.6,321.4,2022-01-31 09:45:00,2022-01-31 10:15:00,324.6,321.4,321.4,324.6,StopLoss,lower,321.4,-3.200000000000045,-492.80000000000695,98979.80999999995
88,MFSL,2022-01-31 10:00:00,2022-01-31 09:45:00,908.6,901.3,2022-01-31 09:45:00,2022-01-31 10:00:00,908.6,901.3,901.3,908.6,StopLoss,lower,901.3,-7.300000000000068,-489.10000000000457,98979.80999999995
89,MARICO,2022-01-31 10:00:00,2022-01-31 15:00:00,490.0,488.35,2022-01-31 10:00:00,2022-01-31 15:00:00,488.35,485.3,488.35,485.3,DayEnd,upper,490.0,3.050000000000012,911.9500000000036,98979.80999999995
90,AXISBANK,2022-02-01 10:00:00,2022-02-01 10:15:00,790.8,785.85,2022-02-01 10:00:00,2022-02-01 10:15:00,785.85,790.8,785.85,790.8,StopLoss,upper,790.8,-4.949999999999932,-490.04999999999325,98501.95999999995
91,ICICIBANK,2022-02-01 10:00:00,2022-02-01 11:00:00,811.8,810.15,2022-02-01 10:00:00,2022-02-01 11:00:00,810.15,811.8,810.15,811.8,StopLoss,upper,811.8,-1.6499999999999773,-491.6999999999932,98501.95999999995
92,PEL,2022-02-01 10:00:00,2022-02-01 15:00:00,2537.95,2498.0,2022-02-01 10:00:00,2022-02-01 15:00:00,2498.0,2514.0,2498.0,2514.0,DayEnd,upper,2537.95,-16.0,-192.0,98501.95999999995
93,BPCL,2022-02-01 12:30:00,2022-02-01 10:00:00,388.25,387.0,2022-02-01 10:00:00,2022-02-01 12:30:00,388.25,387.0,387.0,388.25,StopLoss,lower,387.0,-1.25,-492.5,98501.95999999995
94,INDUSINDBK,2022-02-01 10:15:00,2022-02-01 10:30:00,901.45,897.2,2022-02-01 10:15:00,2022-02-01 10:30:00,897.2,901.45,897.2,901.45,StopLoss,upper,901.45,-4.25,-488.75,98501.95999999995
95,EICHERMOT,2022-02-02 09:45:00,2022-02-02 15:00:00,2719.0,2702.0,2022-02-02 09:45:00,2022-02-02 15:00:00,2702.0,2668.2,2702.0,2668.2,DayEnd,upper,2719.0,33.80000000000018,946.4000000000051,96346.95999999996
96,TECHM,2022-02-02 10:00:00,2022-02-02 09:45:00,1469.35,1455.9,2022-02-02 09:45:00,2022-02-02 10:00:00,1469.35,1455.9,1455.9,1469.35,StopLoss,lower,1455.9,-13.449999999999818,-470.74999999999363,96346.95999999996
97,ISEC,2022-02-02 10:00:00,2022-02-02 15:00:00,749.0,746.15,2022-02-02 10:00:00,2022-02-02 15:00:00,746.15,746.25,746.15,746.25,DayEnd,upper,749.0,-0.10000000000002274,-16.900000000003843,96346.95999999996
98,IDFCFIRSTB,2022-02-02 10:00:00,2022-02-02 11:15:00,48.75,48.5,2022-02-02 10:00:00,2022-02-02 11:15:00,48.5,48.75,48.5,48.75,StopLoss,upper,48.75,-0.25,-481.5,96346.95999999996
99,BIOCON,2022-02-02 10:00:00,2022-02-02 15:00:00,389.5,384.5,2022-02-02 10:00:00,2022-02-02 15:00:00,384.5,387.1,384.5,387.1,DayEnd,upper,389.5,-2.6000000000000227,-249.60000000000218,96346.95999999996
100,TATACONSUM,2022-02-03 09:45:00,2022-02-03 15:00:00,761.2,748.2,2022-02-03 09:45:00,2022-02-03 15:00:00,748.2,741.45,748.2,741.45,DayEnd,upper,761.2,6.75,243.0,96074.60999999997
101,M_MFIN,2022-02-03 10:15:00,2022-02-03 09:45:00,163.3,160.2,2022-02-03 09:45:00,2022-02-03 10:15:00,163.3,160.2,160.2,163.3,StopLoss,lower,160.2,-3.1000000000000227,-477.4000000000035,96074.60999999997
102,MUTHOOTFIN,2022-02-03 11:45:00,2022-02-03 09:45:00,1439.55,1428.05,2022-02-03 09:45:00,2022-02-03 11:45:00,1439.55,1428.05,1428.05,1439.55,StopLoss,lower,1428.05,-11.5,-471.5,96074.60999999997
103,LTIM,2022-02-03 12:15:00,2022-02-03 09:45:00,6294.0,6263.0,2022-02-03 09:45:00,2022-02-03 12:15:00,6294.0,6263.0,6263.0,6294.0,StopLoss,lower,6263.0,-31.0,-465.0,96074.60999999997
104,ESCORTS,2022-02-03 10:00:00,2022-02-03 15:00:00,1875.25,1868.85,2022-02-03 10:00:00,2022-02-03 15:00:00,1868.85,1858.5,1868.85,1858.5,DayEnd,upper,1875.25,10.349999999999909,776.2499999999932,96074.60999999997
105,YESBANK,2022-02-04 09:45:00,2022-02-04 15:00:00,13.8,13.7,2022-02-04 09:45:00,2022-02-04 15:00:00,13.7,13.7,13.7,13.7,DayEnd,upper,13.8,0.0,0.0,95679.95999999996
106,GODREJPROP,2022-02-04 10:15:00,2022-02-04 09:45:00,1574.8,1548.15,2022-02-04 09:45:00,2022-02-04 10:15:00,1574.8,1548.15,1548.15,1574.8,StopLoss,lower,1548.15,-26.64999999999986,-453.0499999999976,95679.95999999996
107,BATAINDIA,2022-02-04 11:45:00,2022-02-04 09:45:00,1975.0,1954.15,2022-02-04 09:45:00,2022-02-04 11:45:00,1975.0,1954.15,1954.15,1975.0,StopLoss,lower,1954.15,-20.84999999999991,-458.699999999998,95679.95999999996
108,TATASTEEL,2022-02-04 10:00:00,2022-02-04 15:00:00,119.37,118.31,2022-02-04 10:00:00,2022-02-04 15:00:00,118.31,117.51,118.31,117.51,DayEnd,upper,119.37,0.7999999999999972,360.7999999999987,95679.95999999996
109,HINDALCO,2022-02-04 10:00:00,2022-02-04 14:15:00,527.25,523.15,2022-02-04 10:00:00,2022-02-04 14:15:00,523.15,527.25,523.15,527.25,StopLoss,upper,527.25,-4.100000000000024,-475.60000000000275,95679.95999999996
110,POWERGRID,2022-02-07 09:45:00,2022-02-07 11:30:00,213.8,212.35,2022-02-07 09:45:00,2022-02-07 11:30:00,212.35,213.8,212.35,213.8,StopLoss,upper,213.8,-1.450000000000017,-472.70000000000556,94653.40999999996
